PG.ProteinGroups,PG.Genes,Brain_C9FTLD_TDP_1,Brain_C9FTLD_TDP_2,Brain_C9FTLD_TDP_3,Brain_C9FTLD_TDP_4,Brain_C9FTLD_TDP_5,Brain_C9FTLD_TDP_6,Brain_C9FTLD_TDP_7,Brain_C9FTLD_TDP_8,Brain_C9FTLD_TDP_9,Brain_C9FTLD_TDP_10,Brain_Control_1,Brain_Control_2,Brain_Control_3,Brain_Control_4,Brain_Control_5,Brain_Control_6,Brain_Control_7,Brain_Control_8,Brain_Control_9,Brain_Control_10,[6] 131115P.PG.Quantity,[16] 131118P.PG.Quantity,[26] 4900020P.PG.Quantity,[31] 4900056P.PG.Quantity,[5] 131115C.PG.Quantity,[11] 131118C.PG.Quantity,[21] 4900020C.PG.Quantity,[31] 4900056C.PG.Quantity
Q9UJZ1;Q9UJZ1,STOML2,105505.3047,71255.45313,147295.5938,224069.2188,119198.0703,157634.3281,241062.625,181467.875,188877.9844,222869.125,367257.125,206262.8594,172789.9531,277713.9375,271174.5313,252252.0156,295831.7188,193011.4219,157436.25,244696.6406,118496.1943,52606.0957,,,,9832.179688,,
Q9UK05;Q9UK05,GDF2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15335.3125,NaN,NaN,NaN,7103.600098,9233.837036,13225.02393,14031.31714,,,,
Q9UK17;Q9UK17,KCND3,8591.90332,1293.279175,2120.960938,30163.28711,7137.088867,23259.5625,32503.11719,7294.76123,24780.08398,29918.0625,34269.24609,35805.16797,17084.76953,64873.52344,11832.51855,18064.50781,38128.18359,7184.112793,19225,20001.99414,,,,,,,,
Q9UK22;Q9UK22,FBXO2,41506.58203,63046.28516,148486.9531,877763.1875,304358.4063,677312.9375,414037.6875,447120.7188,887224.625,328994.75,125706.1094,204272.3906,48267.66016,1081686.25,1118354.875,734959.6875,973807,731713.5,605944.3125,1142796.25,,,,,17325.55518,14307.74854,8489.661865,6831.043213
Q9UK23;Q9UK23,NAGPA,NaN,NaN,5108.9375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,53647.04688,,4800.127319
Q9UK28;Q9UK28,TMEM59L,2261.182373,NaN,11730.71582,NaN,1852.16626,NaN,NaN,3155.48291,NaN,6554.229004,NaN,15032.74219,4314.310059,4863.706543,NaN,2781.289307,NaN,10735.03613,NaN,NaN,,,,,24971.98877,41546.02002,71101.81152,47797.43457
Q9UK32;Q9UK32,RPS6KA6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UK39;Q9UK39,NOCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14889.69531,20333.29297,23753.60938,14349.86816,12488.89258,14311.33301,NaN,,,,,,,,
Q9UK41;Q9UK41,VPS28,15768.2002,7886.163574,32128.08398,36054.5,15558.65918,20892.79492,29877.04492,14841.37598,23965.75195,21747.29297,36931.33203,35733.48047,24429.86328,37256.77344,32408.20703,31479.64063,36253.74219,25780.40039,31381.34961,33660.10938,35501.83643,15355.59534,2360.765381,6636.100952,773.8494263,,,
Q9UK45;Q9UK45,LSM7,20830.08398,11624.12305,48804.92578,51076.8125,18768.45508,44464.07422,54142.55469,31710.33398,34656.82031,45566.45703,71721.375,79704.14063,35133.26953,64300.89453,70641.74219,36262.76563,52961.90234,115718.5938,49780.39453,70722.85938,127232.0986,14719.01978,9361.619141,10054.70068,,,,
Q9UK53;Q9UK53,ING1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2568.190186,3083.384766,,,,,,,
Q9UK55;Q9UK55,SERPINA10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26815.22852,NaN,NaN,NaN,NaN,1779.239868,298565.2397,356017.6953,285916.7578,340649.707,133834.4487,75626.46191,69132.86035,73042.74609
Q9UK58;Q9UK58,CCNL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UK59;Q9UK59,DBR1,6436.677734,3098.695068,12048.81348,26976.4668,7854.080078,9490.851563,NaN,7289.990723,9152.902344,NaN,14472.07227,6159.361816,2283.920654,5931.683105,9870.492188,7780.079102,15545.42578,NaN,NaN,NaN,2658.40271,6285.707275,,,16321.42676,3769.929199,2450.957031,
Q9UK61;Q9UK61,TASOR,NaN,NaN,3161.621582,73768.39844,29919.83398,NaN,NaN,37919.07422,135174.4219,184789.8594,NaN,16128.71973,NaN,5857.135742,253281.6406,104343.375,163649.6563,165749.5469,13670.27148,2928.445557,,,,,,,,
Q9UK73;Q9UK73,FEM1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9531.425781,NaN,8218.234375,NaN,NaN,NaN,,,,,,,,
Q9UK76;Q9UK76,JPT1,NaN,NaN,NaN,NaN,1280.118164,NaN,NaN,1440.758667,NaN,NaN,NaN,NaN,1043.508911,5974.500488,NaN,NaN,NaN,NaN,3759.983887,4320.718262,,,,,,,,
Q9UK96;Q9UK96,FBXO10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5023.871094,9600.667969,NaN,11027.78125,NaN,NaN,NaN,,,,,,,,
Q9UK97;Q9UK97,FBXO9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1768.52478,,,,,,,
Q9UK99;Q9UK99,FBXO3,14682.15918,7849.885254,27951.74805,40042.98438,21595.25781,30506.95117,36946.57031,26444.87305,41152.70313,32270.47266,29062.68945,43611.74609,29431.16211,68593.19531,64973.41406,31775.01953,40922.60547,36772.65234,33324.34375,49991.46094,2290.63501,,,,,,,
Q9UKA2;Q9UKA2,FBXL4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKA4;Q9UKA4,AKAP11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16035.25781,NaN,23982.18945,1105.00061,11929.36914,NaN,NaN,774.6292114,NaN,10623.71973,NaN,NaN,20005.04492,11610.82715,3011.633545,3097.664795,6020.490234,58130.35413,14279.59546,37428.32666,109757.5908
Q9UKA9;Q9UKA9,PTBP2,28408.75781,3702.25415,57022.28125,57137.36719,22406.18555,73885.79688,54526.21875,38943.16406,56908.48047,26409.81641,83258.14844,77572.91406,16792.57813,116617.6719,80483.66406,63695.04688,123773.5,80925.61719,84197.22656,74894.65625,80066.99219,,,,87121.05664,165805.0332,,
Q9UKB1;Q9UKB1,FBXW11,NaN,NaN,2606.674316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8364.419922,NaN,NaN,8298.469727,3048.216797,10109.25977,6816.077637,NaN,NaN,,,,,,,,
Q9UKB5;Q9UKB5,AJAP1,184923.2188,76431.27344,NaN,NaN,8764.756836,NaN,NaN,362177.0625,393519.2813,44900.99219,617374.75,564126.0625,395822.2813,603900.8125,704404.75,NaN,679197.5,554163.25,312175.4688,716680.1875,17420.81055,,,,32858.13037,19137.88086,101805.4351,28949.47852
Q9UKC9;Q9UKC9,FBXL2,1594.125,NaN,NaN,2836.678711,NaN,NaN,2869.607178,NaN,NaN,1852.424438,NaN,NaN,3011.212402,8537.702148,8284.366211,4055.138672,6872.994629,8530.879883,2470.531494,6887.803711,,,,,,,,
Q9UKD1;Q9UKD1,GMEB2,NaN,NaN,NaN,NaN,NaN,NaN,93695.25781,119123.5313,78303.71875,NaN,NaN,33862.59766,17135.89648,NaN,155899.7188,NaN,NaN,63129.18359,NaN,NaN,,,,,,,,
Q9UKD2;Q9UKD2,MRTO4,84242.11719,NaN,599698.5,NaN,6888.816406,NaN,NaN,NaN,NaN,NaN,NaN,15811.7666,NaN,NaN,NaN,NaN,NaN,339971.125,NaN,NaN,,1189.955688,,1632.062378,,6676.177734,,
Q9UKE5;Q9UKE5,TNIK,5234.105957,3393.441406,12161.00195,17250.06836,5016.953613,7927.055176,10813.13281,9081.582031,7894.158203,12221.37695,17131.85547,8279.915039,9974.362305,19712.22266,26929.38867,14848.72363,18089.72852,19906.0293,23012.24219,19907.41406,148520.668,44202.17041,28250.16675,24144.1145,,,4251.78418,
Q9UKF6;Q9UKF6,CPSF3,NaN,NaN,5356.365234,18201.07422,1846.760498,8106.325684,NaN,NaN,13742.00488,5531.589355,19721.51367,40419.04688,16113.62207,13751.01758,29972.91211,NaN,25772.87109,25065.99219,12346.88867,13905.12891,,,,,,,,
Q9UKF7;Q9UKF7,PITPNC1,25435.50586,8084.362793,40505.76172,89517.86719,29160.40234,18711.61719,50079.96484,29944.81055,129887.75,53248.63281,65269.3125,49064.94922,24442.06445,75524.86719,134247.9531,70191.89063,264313.875,229198.5469,166537.5781,203769.8438,22424.14648,9507.775635,,,,,,
Q9UKG1;Q9UKG1,APPL1,19984.34766,11339.72559,42216.3125,69193.49219,26397.04492,32999.26953,45337.60156,30969.46875,65124.11719,35299.23828,67412.49219,79108.85156,35190.39453,88813.49219,76553.89844,51439.01953,70492.41406,54481.46094,47456.75781,72087.125,18512.89795,10526.01636,,,,4313.739624,,47639.47656
Q9UKG4;Q9UKG4,SLC13A4,NaN,NaN,510.3038025,NaN,NaN,NaN,NaN,NaN,NaN,2126.148682,NaN,NaN,8072.804688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,7478.163696,15078.67889,10904.13599,12552.43628
Q9UKG9;Q9UKG9,CROT,4049.526123,2297.477295,2825.568848,16853.89453,7465.306641,13112.37305,18898.62305,8362.041016,14681.94824,10640.20996,18097.36133,14086.56055,5288.20166,8762.96582,13192.75098,12913.55078,18643.13672,11641.68262,11908.60645,12739.15039,1224.498169,,,,,,,
Q9UKI2;Q9UKI2,CDC42EP3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5543.638184,NaN,NaN,NaN,4908.682617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4127.250488,4898.449219,,,,,,
Q9UKI8;Q9UKI8,TLK1,NaN,NaN,NaN,NaN,1294.378662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3967.679443,,,,,,,
Q9UKJ1;Q9UKJ1,PILRA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,996.9606323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,63692.86328,16635.30701,38276.92725,25515.90308
Q9UKJ3;Q9UKJ3,GPATCH8,NaN,10917.89551,147861.3438,NaN,57590.67578,NaN,79841.28906,NaN,NaN,33589.69531,4158.665527,21801.88867,NaN,NaN,59416.33594,NaN,NaN,138087.9219,NaN,5662.332031,,1006.540649,,,,,,
Q9UKK3;Q9UKK3,PARP4,NaN,NaN,NaN,17238.30664,7916.816406,NaN,11966.68164,3148.714844,NaN,47528.80859,9198.292969,24992.29883,NaN,NaN,NaN,22820.43945,NaN,30713.24414,5792.467285,NaN,4374.410522,,,,,,,
Q9UKK6;Q9UKK6,NXT1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKK9;Q9UKK9,NUDT5,50807.03516,49926.21484,252145.2813,176965.7969,78344.48438,179654.75,190593.2031,114618.9063,198761.0313,129884.8828,170542.7969,168772.7031,126682.0703,164320.9375,173900.7031,94149.38281,136212.625,125662.125,120872,205378.5938,13664.20679,4627.249329,,,19258.64136,9409.727783,13785.76392,25191.68848
Q9UKL0;Q9UKL0,RCOR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKL6;Q9UKL6,PCTP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKM7;Q9UKM7,MAN1B1,1340.282837,NaN,NaN,7152.342285,NaN,2480.384033,2630.947754,3636.197754,3298.575195,4731.006836,7879.054688,54231.60547,3481.237793,10033.15527,7715.076172,NaN,NaN,6137.867676,1526.805054,5616.45459,3106.731934,10368.57471,1617.10791,12252.73145,64888.4519,56781.97559,57917.19922,35181.56909
Q9UKM9;Q9UKM9,RALY,10409.27344,4634.413574,32294.34961,37211.62891,8685.004883,13851.77734,20261.10742,13153.36133,27795.19531,37285.82813,60634.42578,39459.53906,30230.41992,60170.85156,32778.44922,45987.98047,64826.01953,66885.78906,90412.84375,46377.59375,33475.57031,7427.661621,,17702.646,,,,
Q9UKN1;Q9UKN1,MUC12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36691.22266,NaN,,402408.4844,,,,,,
Q9UKN8;Q9UKN8,GTF3C4,2861.792236,NaN,5830.994141,14041.74609,10079.59863,43400.75391,NaN,NaN,2440.04834,NaN,72365.09375,NaN,NaN,12297.57813,43912.49609,5832.241699,7660.375488,15744.12988,NaN,9760.536133,,,,,,2374.440918,,
Q9UKP3;Q9UKP3,ITGB1BP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10182.5343,,,,,,,
Q9UKP4;Q9UKP4,ADAMTS7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKQ2;Q9UKQ2,ADAM28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,9295.263184,17687.13477,23384.02734,8337.200439
Q9UKR5;Q9UKR5,ERG28,27393.39648,44911.45313,26086.1875,57380.96875,33849.71484,63699.83984,108373.5938,125038.2813,195817.4375,197773.2656,69018.44531,118634.8359,42538.69141,53403.40234,68171.35156,224130.7813,84828.92969,168083.5625,84115.25781,184569.3281,20266.89063,20221.23389,,,,,,
Q9UKS6;Q9UKS6,PACSIN3,9705.855469,6604.948242,26206.23828,18484.85742,12391.38379,15886.17383,10110.52148,11027.7998,13616.72852,23147.8125,15722.94043,13087.98145,16007.78418,17828.08594,13873.12012,9199.626953,28420.22461,8690.260742,18826.96289,15761.58496,10804.53223,,,,,,,
Q9UKT4;Q9UKT4,FBXO5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKT5;Q9UKT5,FBXO4,1362.895264,NaN,NaN,NaN,1040.716431,NaN,NaN,NaN,NaN,11936.43262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1671.982178,2834.950928,NaN,2393.011963,819.8449707,,,,,,
Q9UKT7;Q9UKT7,FBXL3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKT8;Q9UKT8,FBXW2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,435.5264893,NaN,NaN,NaN,0.813951135,NaN,1326.866699,3720.14209,,,,,,
Q9UKU0;Q9UKU0,ACSL6,93379.08594,32120.33789,283431.1563,454161.5938,134362.8906,173096.7344,276374.6875,138833.2813,359202,204676.2969,559001.1875,536126.125,193250.3906,657484.25,879282.0625,595503.25,931113.6875,596440.5,363101.3438,759607.5,106058.1631,37813.33691,5897.392578,,,,,
Q9UKU6;Q9UKU6,TRHDE,20462.34375,10280.12402,46369.40234,99189.59375,28763.50391,47831.28125,81541.5625,40269.02734,52851.37891,72283.25781,75801.00781,74572.625,41426.15625,73959.72656,80362.91406,50038.6875,53471.38281,52652.39063,21536.37695,49740.58984,10813.90698,6683.336182,21655.21362,11717.7478,15955.30762,12958.08704,32422.48853,26662.9906
Q9UKU7;Q9UKU7,ACAD8,78227.60156,23854.5625,130474.1094,246857.5938,98101.07813,211922.1563,280468.2813,160814.2813,171713.4844,323334.5625,198317.2344,139693.125,160827.125,210652.1719,192032.875,128730.1172,194010.5469,199740.5469,152904.6875,200113.1406,80262.87207,31295.08936,,,,,,
Q9UKU9;Q9UKU9,ANGPTL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4402.318359,NaN,NaN,NaN,11033.49512,NaN,NaN,54161.32031,NaN,NaN,NaN,26026.02319,47293.62549,58991.84131,72331.00586,38551.93115,27008.10242,38717.74072,30356.68701
Q9UKV0;Q9UKV0,HDAC9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKV3;Q9UKV3,ACIN1,7348.217773,8027.119141,43523.36328,45112.39063,9882.973633,12379.62305,27813.18945,2626.675781,30146.00781,37917.61328,58886.85938,35019.875,24697.96094,42836.51563,44470.25,40021.85938,57688.0625,50046.25,40281.875,55943.89453,32291.43536,1473.088135,,,,,,
Q9UKV5;Q9UKV5,AMFR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11181.54102,9941.851563,1116.407104,NaN,10637.70117,7596.869629,12154.25977,6304.114258,8714.121094,NaN,8732.602539,,,,,,,,
Q9UKV8;Q9UKV8,AGO2,8485.84082,8156.367676,21715.01953,25046.19336,8971.185547,18341.92773,22429.14648,9636.255859,19006.70508,27989.93555,29713.58789,28201.76172,20728.8418,23750.75977,22771.13281,16360.50195,17730.47266,19295.10352,15885.80859,16047.58105,415024.792,25644.15332,37897.25879,23674.91797,,12391.35938,,
Q9UKW4;Q9UKW4,VAV3,NaN,NaN,NaN,979.359436,NaN,6677.806152,NaN,NaN,NaN,NaN,2457.781738,1741.321777,9845.858398,NaN,2802.247803,1876.918213,6455.71875,3164.704834,1890.65979,3340.468018,14353.25452,5689.912598,17972.90356,,,,60108.5625,1113113.486
Q9UKX2;Q9UKX2,MYH2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104303.8672,NaN,NaN,NaN,NaN,NaN,133059.3281,NaN,68810.90625,NaN,18050.49219,,,,,,,
Q9UKX5;Q9UKX5,ITGA11,19003.92773,4161.241211,51136.52734,65323.33984,34177.03906,19887.5293,NaN,NaN,141447.1563,94398.3125,75723.125,85396.78906,18693.31836,1099819.75,910922.5625,NaN,136092.2969,114183.3281,75435.29688,160655.7031,487284.1563,18709.28125,,3894.7771,,,2939.653809,
Q9UKX7;Q9UKX7,NUP50,14178.21875,2084.167236,6357.381348,8763.071289,13020.45117,11754.57813,21588.07422,8334.927734,20031.61523,11539.16895,14018.29883,33996.13672,30501.17188,20599.11914,25343.2168,14754.44922,23384.1582,19686.11523,16176.88477,20690.66602,2126.158691,2013.843506,,,,,,
Q9UKY0;Q9UKY0,PRND,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,9214.901611,16058.53564,1394.804077,1932.209106
Q9UKY1;Q9UKY1,ZHX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UKY4;Q9UKY4,POMT2,NaN,NaN,NaN,NaN,5384.944336,4978.325195,8240.96875,3153.407227,4693.529297,8552.744141,NaN,NaN,NaN,15870.76172,8051.016602,NaN,NaN,10091.10254,5805.650879,6633.655762,,,,,,,,
Q9UKY7;Q9UKY7,CDV3,15647.36816,9143.887695,43377.26172,27214.4375,10413.5791,26490.65039,22470.49023,12558.25391,27563.72266,29937.24023,43637.25391,39370.42969,33761.33594,41748.63672,46635.64453,20672.58203,18895.66992,28181.37695,16775.99414,41250.27734,47279.13135,27381.72119,8364.331299,10329.10718,4577.837891,1637.757202,,
Q9UKZ1;Q9UKZ1,CNOT11,32696.57227,NaN,NaN,9016.973633,15748.32422,NaN,NaN,NaN,4957.687988,NaN,NaN,9499.249023,NaN,NaN,49170.48828,NaN,NaN,NaN,NaN,9755.887695,4643.825684,,,,,,,
Q9UKZ4;Q9UKZ4,TENM1,NaN,2277.428955,NaN,NaN,NaN,NaN,NaN,1600.304688,NaN,NaN,NaN,2320.961914,4008.973389,NaN,NaN,NaN,NaN,3094.188965,NaN,NaN,744.3547363,243.1574402,40884.5,,3152.071411,2273.853394,9728.804565,6467.395386
Q9UKZ9;Q9UKZ9,PCOLCE2,NaN,NaN,NaN,NaN,NaN,NaN,137632.25,NaN,3695.28418,42352.75,NaN,NaN,NaN,NaN,NaN,NaN,9105.564453,NaN,7862.182617,4534.24707,29224.98511,56247.70557,48438.20459,75399.33057,6554.981079,9495.904785,11368.76501,9447.632812
Q9UL01;Q9UL01,DSE,4737.715332,NaN,19128.37109,NaN,NaN,10828.74121,NaN,4506.282715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4363.311279,3354.856201,,4457.385254,,11358.44141,,
Q9UL03;Q9UL03,INTS6,NaN,NaN,NaN,14132.54102,NaN,802.8140259,39265.08984,NaN,NaN,20261.69531,3151.01709,NaN,NaN,11003.54395,NaN,NaN,NaN,NaN,NaN,2681.584961,,,,,,,,
Q9UL12;Q9UL12,SARDH,NaN,NaN,NaN,11541.87598,NaN,NaN,NaN,NaN,1398.375122,16158.42188,NaN,NaN,NaN,12280.4668,16115.2832,NaN,10680.57129,19940.54102,24744.8457,NaN,3780.716248,668.5352783,,,211162.9531,,,
Q9UL15;Q9UL15,BAG5,4165.860352,NaN,16940.84766,26704.54102,6682.743164,9860.983398,8700.568359,5824.061523,25602.83789,11211.80859,29389.52539,46921.08203,5433.749023,57200.07422,46631.41797,45856.48047,61296.09375,48612.73828,34636.62891,42284.53516,23364.15405,4123.233398,,,,,,
Q9UL18;Q9UL18,AGO1,20898.26172,12867.37109,63277.625,33120.47656,18809.53125,43075.82031,53765.24219,34750.08984,39940.27344,46196.02734,45439.07031,47804.97266,44196.71875,41108.31641,41425.125,37899.75391,42263.92969,40964.00391,33648.99219,48929.32031,31750.31714,37112.93188,32939.66345,16981.505,,,,866202.25
Q9UL25;Q9UL25,RAB21,86700.78125,71573.88281,253648.0156,294904.3438,134429.75,209973.5313,321288.1875,198920.5781,283009.7813,216078.0469,315155.4375,333453.1875,196624.6094,308236.25,265314.9375,206388.1563,213229.1563,226025.7969,184622.2969,239959.9219,62434.91992,43100.16211,8255.324463,118162.8359,,,,
Q9UL26;Q9UL26,RAB22A,36892.19141,24582.84766,171215.5469,147706.5469,53924.19141,79061.69531,79933.5,73344.17188,78889.40625,79346.32031,215003.8125,172791.2031,87667.0625,167692.7969,195228.375,142187.1563,162100.9219,137597.4844,129335.9688,169064.4844,6355.615234,19041.7688,,,,,,
Q9UL33;Q9UL33,TRAPPC2L,10858.02441,6504.293945,20731.72461,20218.55859,17920.05664,24226.46094,13988.84082,14679.55762,23071.1582,29828.45703,33148.38281,25197.38672,20663.6582,45638.1875,66830.59375,33764.47266,48492.00781,45885.375,40420.21094,39946.95703,20388.32422,11664.36877,,,,,,
Q9UL40;Q9UL40,ZNF346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35133.38281,NaN,NaN,NaN,,,,,,,,
Q9UL41;Q9UL41,PNMA3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UL42;Q9UL42,PNMA2,NaN,NaN,8081.694336,12733.2168,NaN,NaN,NaN,NaN,NaN,NaN,19365.02539,NaN,5332.108887,27953.47266,16479.80273,NaN,14618.24609,18785.35352,17330.16016,8933.268555,,,,,,,,
Q9UL45;Q9UL45,BLOC1S6,3847.978027,NaN,11033.62695,10857.57129,NaN,10784.99707,5608.353027,4240.843262,NaN,6878.677734,15805.3291,11398.75977,6131.22168,11066.82813,9268.116211,4114.939453,10392.36523,12040.0498,5165.580078,6968.748535,5927.667236,,,,,,,
Q9UL46;Q9UL46,PSME2,13236.84082,7374.73584,17492.91602,34122.24219,10934.0752,27014.5332,26674.26563,17645.38867,24747.04297,34310.35938,32387.39844,31831.39258,21180.55859,49899.99219,34974.98047,12286.2002,25440.25391,21237.90625,21721.39844,17744.78711,14049.9751,11394.94141,,2475.910889,4898.600708,2465.862823,,
Q9UL51;Q9UL51,HCN2,22051.36133,8536.117188,31684.58008,24905.38867,27977.02148,24145.72461,19757.26172,16042.06152,10021.15039,25583.06445,38290.51563,21527.22852,25143.01758,28368.23047,49916.81641,34837.98828,70510.14844,28181.54688,14068.54492,58338.27344,,,,,,,,
Q9UL54;Q9UL54,TAOK2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31637.20898,NaN,7719.760742,15989.19629,7387.900879,12030.80957,6222.765625,9510.908203,NaN,1576.582397,2547.580994,,,,,,
Q9UL59;Q9UL59,ZNF214,NaN,2.130262136,NaN,3099.126465,NaN,NaN,2522.311523,NaN,0.426473469,3072.636963,2840.443604,126.7068481,1390.402832,1304.647461,NaN,3753.440186,NaN,2195.643066,1307.703003,NaN,,,,,,,,
Q9UL63;Q9UL63,MKLN1,NaN,NaN,3576.287354,NaN,NaN,NaN,NaN,30975.01953,NaN,NaN,NaN,NaN,2929.529053,133520.4688,NaN,NaN,NaN,NaN,NaN,NaN,,,,,2588.619873,,,
Q9UL68;Q9UL68,MYT1L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9ULA0;Q9ULA0,DNPEP,22881.85938,20999.05859,114973.0938,65525.80859,35052.12109,70391.72656,74322.58594,54620.84766,75690.60938,51053.51953,61247.89844,71813.21875,57712.48438,58726.08594,53543.85938,48920.74609,62545.62891,44145,35890.92188,60841.25,11450.36072,7796.97937,,,,,,
Q9ULB1;Q9ULB1,NRXN1,61724.32422,23480.33984,89121.57031,157454.1719,73035.11719,127583.6641,115980.25,112044.4375,128544.4844,139451.4844,171951.3594,207835.6875,132315.5469,219676.0625,189017,126751.6172,128591.7188,172616.7969,84815.34375,143213.9844,97803.53906,45746.85938,,14512.57422,358146.9688,434046.5176,521140.7422,371766.0234
Q9ULB4;Q9ULB4,CDH9,9928.450195,NaN,21359.04492,40646.51563,19537.85742,18281.55078,18341.13867,11626.57031,14800.98047,20059.55273,39973.44922,29541.87891,19899.42188,27651.39844,21044.45508,44741.44922,21239.33789,32332.4707,34187.16797,17882.39844,,,2264.438965,,2089.373016,8890.513672,24127.34375,13805.80029
