PG.ProteinGroups,PG.Genes,Brain_C9FTLD_TDP_1,Brain_C9FTLD_TDP_2,Brain_C9FTLD_TDP_3,Brain_C9FTLD_TDP_4,Brain_C9FTLD_TDP_5,Brain_C9FTLD_TDP_6,Brain_C9FTLD_TDP_7,Brain_C9FTLD_TDP_8,Brain_C9FTLD_TDP_9,Brain_C9FTLD_TDP_10,Brain_Control_1,Brain_Control_2,Brain_Control_3,Brain_Control_4,Brain_Control_5,Brain_Control_6,Brain_Control_7,Brain_Control_8,Brain_Control_9,Brain_Control_10,[6] 131115P.PG.Quantity,[16] 131118P.PG.Quantity,[26] 4900020P.PG.Quantity,[31] 4900056P.PG.Quantity,[5] 131115C.PG.Quantity,[11] 131118C.PG.Quantity,[21] 4900020C.PG.Quantity,[31] 4900056C.PG.Quantity
Q5VZM2;Q5VZM2,RRAGB,17136.82031,NaN,54705.76563,NaN,23895.79297,NaN,20731.70703,21983.18164,NaN,12878.42969,39075.73438,32802.96094,23096.58398,9726.808594,NaN,NaN,NaN,22779.75977,20964.79297,24784.98047,,,,,,,,
Q5VZP5;Q5VZP5,STYXL2,12286.875,9271.344727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q5W0B1;Q5W0B1,OBI1,NaN,NaN,NaN,NaN,NaN,NaN,48012.41797,51910.83203,NaN,20716.86328,NaN,61177.84766,43614.91016,NaN,NaN,19759.16406,NaN,NaN,NaN,67563.02344,,2380.019043,,,34632.08887,33910.31689,32941.66089,29857.31665
Q5W0V3;Q5W0V3,FAM160B1,2803.963379,8124.126953,43153.56641,8725.605469,19084.51953,35159.39453,63578.51953,23535.92383,24135.85352,56888.91406,19582.26172,43622.05859,95423.60156,35459.99609,36371.20313,22518.24609,29091.28711,29113.51172,24135.38086,19251.38086,22786.12219,15163.0166,1841.717041,,,,,
Q5W0Z9;Q5W0Z9,ZDHHC20,NaN,4503.283691,NaN,16160.11426,7040.009277,12550.04297,30405.74609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23317.85547,NaN,NaN,16443.10547,,,,,,,,
Q5W111;Q5W111,SPRYD7,6239.091309,3049.989258,121952.3438,145351.6406,39511.94141,88716.57031,99484.86719,65866.53125,109199.1484,80207.33594,376461.25,77313.00781,89177.53906,26645.625,37522.21484,111651.9844,116719.0078,97954.60156,65855.11719,133026.2188,20054.89478,17659.69434,,,,,,
Q5XG87;Q5XG87,TENT4A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q5XKK7;Q5XKK7,FAM219B,NaN,NaN,NaN,12803.38379,NaN,NaN,NaN,NaN,NaN,14937.70801,17032.41602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16798.88672,,,,4500.362793,,,,6116.754883
Q5XKL5;Q5XKL5,BTBD8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39331.78906,19440.85547,NaN,NaN,NaN,NaN,NaN,NaN,406510.5625,,,11109.74902,58753.28564,63949.47168,61919.2207,70727.64453
Q5XKP0;Q5XKP0,MICOS13,2.72785759,NaN,25128.73438,22319.37891,15840.52051,NaN,33059.40234,9633.863281,51830.26953,90665.40625,41298.94141,52925.20703,60543.03906,17460.44141,25416.31445,53212.12109,22843.23633,47506.33203,47425.34375,79812.3125,6112.830078,3842.618683,,,,,,
Q5XPI4;Q5XPI4,RNF123,3524.564697,NaN,5600.033691,19031.47852,4580.23877,15673.90527,13021.01953,5817.067383,25687.23828,18000.35742,19603.07031,33381.01953,14639.2627,41720.25,50798.33594,23773.10742,39148.35938,31579.62305,24005.78906,28826.44922,6397.990967,9339.468384,12202.25293,1461.817383,,37995.9375,,
Q5XUX1;Q5XUX1,FBXW9,3070.996338,NaN,6483.193359,25432.23828,5404.983398,NaN,NaN,1521.03418,6331.578125,6043.39209,11995.67285,16076.04883,NaN,35532.69141,31915.05078,13538.74707,7359.956055,9597.414063,8782.939453,10720.33496,,,,,,,,
Q5ZPR3;Q5ZPR3,CD276,NaN,NaN,8478.754883,NaN,NaN,NaN,999.1506348,5026.325195,14945.0166,642.052063,1615.287231,NaN,7209.473145,9567.800781,NaN,NaN,NaN,NaN,NaN,NaN,,,,,5113.705078,4953.726562,1749.764404,4362.048828
Q60I27;Q60I27,ALS2CL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q629K1;Q629K1,TRIQK,31646.15234,25766.85547,233571.7344,NaN,21404.19531,NaN,19972.82031,47727.85156,20337.30078,26233.47852,NaN,22660.95117,241959.3438,NaN,NaN,38006.76563,NaN,NaN,26085.52734,26525.59375,3002.614258,,,,,,,
Q63HK5;Q63HK5,TSHZ3,NaN,NaN,NaN,10487.56738,11861.67383,NaN,6720.912109,5330.390137,NaN,NaN,5840.244629,NaN,NaN,NaN,NaN,14019.57813,NaN,NaN,NaN,NaN,,1835.915771,,,,,,
Q63HM1;Q63HM1,AFMID,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q63HM9;Q63HM9,PLCXD3,27457.57617,15164.00586,68489.23438,77910.02344,25595.80859,75637.82813,80926.07031,56865.41797,85599.91406,67671.63281,63594.72656,77204.40625,71409.34375,95320.32813,97896.125,50952.06641,91269.21875,76824.16406,42606.39453,98825.97656,,6672.083496,,,,,,
Q63HN8;Q63HN8,RNF213,21639.06836,1780.407837,19442.08594,29409.91211,10052.29004,14068.97852,NaN,7565.623047,17019.62695,18873.69141,5486.101074,24010.37305,25907.41992,11005.55469,12919.97754,31482.01758,11646.88184,28922.89258,10829.7959,35303.08984,5277.190674,2376.322479,11347.22266,987937.9473,5089.480469,2120.284668,,319462.4883
Q63HQ2;Q63HQ2,EGFLAM,10288.85742,NaN,NaN,21911.18945,28198.90625,NaN,24579.54492,7399.23877,9648.71582,40825.14844,34753.94531,26138.41016,61627.82813,NaN,22125.06641,52451.07031,27600.30273,NaN,57670.07031,46282.79297,11561.69043,,24819.64185,,54100.95264,83832.65503,60128.96582,45958.29834
Q63HR2;Q63HR2,TNS2,1635.067017,NaN,357.5263367,NaN,NaN,NaN,599.1133423,NaN,NaN,3766.368896,NaN,NaN,1519.683716,443.4703979,808.0664063,NaN,770.3752441,702.9002075,3933.325928,NaN,,,,,,,,
Q63ZY3;Q63ZY3,KANK2,4733.198242,10101.10059,2790.113525,5540.40625,4510.429199,8375.489258,NaN,9072.905273,17518.17773,39873.03906,9427.930664,10077.45605,22125.08789,5683.313965,9091.041016,2815.914063,23397.59961,26769.56836,14817.76074,9446.510742,9177.031494,6662.966064,,,,,,
Q641Q2;Q641Q2,WASHC2A,10543.77734,8371.260742,27669.76172,21514.6875,11275.93066,19912.76953,17379.64258,10168.26953,18677.62305,19348.92383,15219.47949,12987.22949,15749.60352,22015.125,22400.45898,20132.61914,20727.60742,18643.12109,21692.02734,34972.375,11576.02316,58735.33728,43068.06702,150681.4702,577024.3594,18354.62354,83156.03809,88718.1665
Q641Q3;Q641Q3,METRNL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24919.5896,39908.58643,73682.89673,33569.43018,143569.8213,150830.166,152452.7578,107323.3135
Q643R3;Q643R3,LPCAT4,5873.192871,NaN,10030.43945,18789.5293,10034.21387,5828.565918,NaN,10316.65039,18698.29492,7698.675293,26659.29297,33591.32813,3185.536865,21716.92188,44433.19141,50859.66406,94332.07813,58800.76172,32055.95117,49931.69922,,,,,,,,
Q64LD2;Q64LD2,WDR25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q658N2;Q658N2,WSCD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3337.839111,2748.876221,,,18152.40112,9165.413208,13845.67383,5345.000122
Q658P3;Q658P3,STEAP3,5633.615234,448.2341919,6758.094727,NaN,6817.51416,18321.14063,28482.42773,5690.575684,15809.0625,NaN,6207.178711,NaN,6875.994629,NaN,NaN,NaN,NaN,NaN,90929.17969,NaN,33977.229,12019.12732,11322.89917,3822.61731,,,854.2160034,
Q658Y4;Q658Y4,FAM91A1,NaN,NaN,NaN,NaN,13119.84668,NaN,NaN,NaN,NaN,15489.97754,46542.96875,44615.77734,8865.924805,12567.42676,5549.70459,40866.57813,4445.943359,NaN,NaN,30382.36328,16967.69336,6230.287842,,,,,,
Q659A1;Q659A1,ICE2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q659C4;Q659C4,LARP1B,NaN,NaN,NaN,72548.50781,10163.1377,60589.78906,40272.61328,NaN,NaN,NaN,91041.29688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q66GS9;Q66GS9,CEP135,NaN,NaN,NaN,99347.92188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100962.8438,NaN,NaN,85762.85938,177926.9375,NaN,NaN,,17068.12109,,,,,,
Q66K14;Q66K14,TBC1D9B,5473.161133,NaN,10900.53906,18876.7793,2859.591064,4857.302246,NaN,NaN,12625.30957,10383.09961,17820.86328,29573.30469,9642.290039,36124.18359,62990.625,26336.14063,32655.09961,36646.5625,48901.22656,18458.19336,24467.91748,20916.95593,,,19061.1875,174149.625,,
Q66K64;Q66K64,DCAF15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8010.858887,,,,,,,
Q66K66;Q66K66,TMEM198,27022.82031,33166.76953,31151.99609,142221.0156,33278.32813,81708.05469,96081.77344,61368.33594,96706.50781,127896.9531,270233.0625,50862.28906,152258.875,172931.1094,150014.5156,103195.9844,119930.75,193629.6719,102266.5,171830.3281,27346.24072,24181.46143,45609.64453,6223.766113,144971.0879,60183.95801,51381.03076,139079.0586
Q66K74;Q66K74,MAP1S,11796.4209,4177.885254,26325.55469,56972.38672,19132.34375,25349.58203,23896.09961,13001.19727,44742.8125,28692.36328,71984.85156,52918.70313,34387.19141,85329.17188,85907.95313,59355.4375,55055.09766,58118.84375,57784.04688,53205.00781,40818.27197,16949.19727,,1681.7854,,,,
Q66K79;Q66K79,CPZ,NaN,NaN,NaN,NaN,33468.58203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,28447.46143,38401.69238,4299.956543,
Q66K89;Q66K89,E4F1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q66LE6;Q66LE6,PPP2R2D,48717.78125,18900.05664,157600.5313,129266.1328,68939.73438,108962.5469,134958.5156,67650.36719,117368.7656,108563.4063,162280.75,158783.125,110044.5234,176459.5,168796.6563,112360.5781,143588.4688,134704.8594,94615.58594,163550.6563,55181.1167,21377.44312,1969.233887,,,,,
Q66PJ3;Q66PJ3,ARL6IP4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7904.833984,3637.67627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q674X7;Q674X7,KAZN,14997.07715,12609.34277,20562.5957,44298.54297,25761.61133,28223.43555,39844.51563,21589.28906,24239.65234,37510.21484,76123.25781,49312.91406,NaN,64743.53125,24392.58594,74601.48438,62974.36719,39808.94531,26279.4375,63330.61328,22814.24219,1062.478394,,,,,,
Q676U5;Q676U5,ATG16L1,5687.757324,NaN,NaN,11708.98145,631.0863647,17198.58594,13864.83984,NaN,33957.45313,19778.6543,21373.51758,NaN,22154.63086,21763.38281,23948.21875,NaN,18931.03516,8632.144531,7596.807617,13194.12305,6418.905273,,,,,,,
Q67FW5;Q67FW5,B3GNTL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11374.52148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q684P5;Q684P5,RAP1GAP2,5919.68457,481.5699158,18107.72461,55570.28125,15524.4541,23546.82422,17724.29688,13830.98145,43597.94531,23379.80469,38685.13281,39533.16016,17277.46094,74020.72656,107858.8516,71862.88281,77514.24219,84351.57813,65146.05859,84328.64063,93469.07617,35842.96826,3800.159668,6207.696045,,327110.75,,
Q68BL7;Q68BL7,OLFML2A,22902.04883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16545.11279,20937.45166,,2943.200439,70564.85449,42834.4126,62930.78223,25086.97852
Q68BL8;Q68BL8,OLFML2B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97690.10938,NaN,NaN,NaN,NaN,NaN,3348.082031,9510.342285,11641.10547,10417.02368,24116.4856,33094.41919,63089.49292,59432.8042
Q68CP4;Q68CP4,HGSNAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5189.741211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q68CP9;Q68CP9,ARID2,NaN,NaN,2868.649902,5094.57666,NaN,NaN,NaN,NaN,NaN,4462.472656,4991.385742,NaN,NaN,7505.958984,3211.601318,4029.263672,5127.737793,3581.589355,NaN,NaN,,,,,,,,
Q68CQ4;Q68CQ4,DIEXF,NaN,NaN,NaN,45400.01953,3395.91626,NaN,NaN,NaN,NaN,NaN,NaN,60548.33984,NaN,NaN,NaN,1790.74353,NaN,94529.22656,1885.870361,NaN,,,,,,,,
Q68CQ7;Q68CQ7,GLT8D1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1235.46106,NaN,NaN,NaN,NaN,NaN,,,,,1902.485718,756.0288696,,
Q68CR1;Q68CR1,SEL1L3,NaN,NaN,NaN,NaN,34800.72266,NaN,NaN,NaN,6794.379883,NaN,289745.375,NaN,NaN,NaN,10365.34961,5563.799316,151936.6875,36523.28125,NaN,NaN,,,,,,,,
Q68CZ1;Q68CZ1,RPGRIP1L,23537.51172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5395.814941,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q68CZ2;Q68CZ2,TNS3,8793.208984,4134.887695,8018.145508,64474.22266,18282.94922,22276.72852,22947.9082,15218.15625,52508.89844,49398.93359,27655.29297,31396.08203,18801.86719,83876.27344,18457.39063,46668.55078,96604.9375,91251.79688,40938.36719,73074.85156,,,,12420.01416,,49086.76172,,
Q68CZ6;Q68CZ6,HAUS3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,7957.9375,,
Q68D06;Q68D06,SLFN13,NaN,NaN,30348.17969,NaN,NaN,NaN,14290.65723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q68D10;Q68D10,SPTY2D1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q68D20;Q68D20,PMS2CL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q68D51;Q68D51,DENND2C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27280.30103,15162.88489,,,,,,
Q68D85;Q68D85,NCR3LG1,NaN,NaN,NaN,NaN,NaN,NaN,12057.09277,NaN,NaN,5662.922852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,5588.782715,8143.783508,12776.85266,5359.110352
Q68D91;Q68D91,MBLAC2,91266.875,57450.11328,268344.6563,285612.7188,122265.2969,213653.2656,279678.8438,181494.5156,264558.3125,202203.625,272928.625,302877.5625,196648.2031,370325.2813,272819.6875,215546.4844,207309,193138.125,134042.5781,230428.7813,15845.96655,13715.25391,1278.300537,,,,,
Q68DA7;Q68DA7,FMN1,NaN,133360.6563,3976277.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2442138.25,NaN,NaN,30788.8125,NaN,NaN,NaN,13898.97461,34392.00977,32868.83203,27387.61133,,,,
Q68DH5;Q68DH5,LMBRD2,32558.05664,3527.76123,5432.509277,37779.75,24586.67969,50209.16016,39133.12109,15760.00488,38109.94141,35040.80078,24848.26563,47523.79297,37899.15234,59266.09766,46264.28125,22583.70898,29850.24805,59793.03516,21510.35547,27617.21875,,,,,,,,
Q68DK2;Q68DK2,ZFYVE26,NaN,1277.250854,NaN,NaN,3112.926025,NaN,NaN,NaN,1862.039551,2919.116211,8144.14502,3437.767334,NaN,NaN,NaN,3945.669189,NaN,NaN,3739.300049,1461.142456,,,,,,,,
Q68DK7;Q68DK7,MSL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135.1246796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q68DL7;Q68DL7,C18orf63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2969.256592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3369.963623,21943.15625,36408.45703,73297.93823,45457.16113,25639.33008,75345.94238,57811.25439
Q68DQ2;Q68DQ2,CRYBG3,NaN,1993.883301,562.680481,12389.93359,8601.21875,NaN,NaN,3006.441895,22026.75586,15082.32031,NaN,NaN,NaN,NaN,7960.652344,10574.93555,14910.15137,NaN,14768.58887,27997.82422,124248.8201,7844.528809,,,,9110.513672,,
Q68DU8;Q68DU8,KCTD16,22651.1543,10963.26465,35896.11328,76242.58594,37977.60156,52713.375,56284.98828,41847.07813,67265.52344,89744.58594,116571.7422,97407.17969,52725.58984,106470.9141,108576.7578,57153.125,68439.57813,86377.75,57547.53125,78756.57031,,11957.02637,,,,,42678.92969,
Q68DY1;Q68DY1,ZNF626,52414.51172,30797.96289,154300.125,201955.4844,64091.10938,123465.5703,161718.6875,81822.49219,125016.0781,155010.9219,226768.25,185273.5156,98454.42969,164988.2813,170221.3906,166663.5781,166489.25,183602.7969,145837.0625,138944.5781,,27829.2168,,,,,,
Q68E01;Q68E01,INTS3,4675.421875,NaN,NaN,16714.73828,NaN,16300.96777,24416.08008,55755.32031,8578.457031,103887.3984,11818.25195,107838.9375,67650.25,59621.59375,88662.375,51058.41406,42488.83203,NaN,31409.30664,48880.28125,3778.569092,12968.84766,,,,,,
Q68EM7;Q68EM7,ARHGAP17,2964.086914,1784.25293,10463.92188,8454.75293,3221.083252,NaN,NaN,NaN,8336.37207,NaN,13201.22168,12050.45801,7471.154297,11714.76953,16468.29102,9028.392578,12991.74805,16617.50977,20911.08984,12624.61035,83337.86255,16645.14136,2326.282471,3145.593018,,,,
Q68EN5;Q68EN5,KIAA0895L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q69YH5;Q69YH5,CDCA2,4794.756348,2009.943848,12961.50586,46549.64063,NaN,5445.604004,NaN,NaN,2404.481445,8594.708008,3056.176514,10860.74707,NaN,7625.88916,6682.191895,NaN,14520.37891,4021.98291,NaN,13270.40332,20252.18677,,6018.055664,,,,,
Q69YL0;Q69YL0,NCBP2AS2,6236.660645,5057.709961,22209.32617,14180.6377,7661.393066,11650.30176,6909.875977,12133.40039,9111.102539,17498.51563,11723.7998,16407.51367,8856.642578,18809.94922,14545.68066,13143.62793,16388.08594,8072.910645,4769.48291,16899.78516,,,,,,,,
Q69YN2;Q69YN2,CWF19L1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5223.878906,NaN,NaN,NaN,NaN,NaN,NaN,7068.986328,13108.02832,12291.42676,16248.63672,NaN,2285.612061,,,,,,,
Q69YN4;Q69YN4,VIRMA,NaN,NaN,NaN,6590.16748,25108.43945,NaN,9092.720703,NaN,7705.519043,68235.40625,7947.223633,6781.337402,35333.60938,10129.21387,6403.483887,7056.813965,11764.98926,20157.58203,10369.75195,8177.878418,,,,,2929.445068,,,
Q69YQ0;Q69YQ0,SPECC1L,1175.190186,287.973053,4281.222656,1106.466309,4208.565918,NaN,15935.27637,35134.21875,7280.390137,7892.947266,10906.67871,7661.737793,929.5330811,19532.43164,19758.92773,10117.91309,17614.90625,15117.06934,13469.7334,14614.40918,6594.559326,5794.386719,,,,,,
Q69YU3;Q69YU3,ANKRD34A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7504.79541,NaN,NaN,NaN,7289.803711,NaN,7387.533691,NaN,NaN,9568.376953,,,,,,,,
Q69YW2;Q69YW2,STUM,32971.38672,12600.49805,140576.2031,80318.65625,56444.51953,66323.98438,50151.87891,62138.19531,129583.9297,67337.49219,63819.83203,74227.07813,75189.52344,111095.3047,59365.16797,77840.89063,8410.697266,57167.125,42761.48828,46395.19141,23082.62378,16229.93652,,,,,,
Q6AI08;Q6AI08,HEATR6,NaN,NaN,NaN,1055.09729,NaN,NaN,NaN,NaN,2252.508057,NaN,23996.19141,2915.162354,NaN,7647.373535,6028.503418,NaN,1796.157349,2925.366211,1054.835571,3095.344971,378.4381409,5215.390625,,,,,,
Q6AI12;Q6AI12,ANKRD40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9569.017578,36854.85938,NaN,14744.04297,15640.33984,NaN,14351.24512,29077.43359,21039.33203,7125.33252,,,,,,12698.43005,,
Q6AWC2;Q6AWC2,WWC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6AZW8;Q6AZW8,ZNF660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6AZY7;Q6AZY7,SCARA3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,2274.328613,6722.944336,,2913.920288
Q6AZZ1;Q6AZZ1,TRIM68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6BCY4;Q6BCY4,CYB5R2,55179.96875,50406.32813,404066.5625,103150.4297,49008.91406,89197.32031,200280.0156,89712.20313,168110.3594,54752.61328,71114.53125,125089.0938,92463.10156,163495.6406,120427.625,42848.05078,142929.8594,82373.09375,100669.8047,103507.1172,,,,,,,,
Q6BDS2;Q6BDS2,UHRF1BP1,13468.87793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9538.947266,NaN,9654.099609,NaN,18733.77148,,424103.0313,407294.5938,776150.0938,7368.412109,,,
Q6DCA0;Q6DCA0,AMMECR1L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6DD87;Q6DD87,ZNF787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6DD88;Q6DD88,ATL3,14170.97754,8668.506836,38657.64453,42576.64844,15253.48438,29594.9668,27739.10352,17828.92383,51848.90234,27720.13281,52481.27344,52024.75391,38510.24609,60487.8125,56217.97656,25807.19727,60656.58203,33427.63672,36136.29688,44572.10938,41081.85474,28560.53906,4644.210938,5844.703125,,,,
Q6DHV5;Q6DHV5,CC2D2B,NaN,NaN,112883.5469,75818.53906,NaN,NaN,86068.59375,NaN,42886.28125,NaN,104096.4453,34177.44531,NaN,39696.36328,38427.65625,111385.2188,31647.97852,NaN,100419.3516,NaN,,,,,,,,
Q6DHV7;Q6DHV7,ADAL,6727.212402,1293.269165,6448.085449,18369.82422,NaN,7383.619629,NaN,4089.389648,9004.436523,NaN,96340.9375,86888.21094,NaN,NaN,11492.08691,43688.80859,14219.78516,12744.16016,11858.40039,38044.26953,,,,,,,,
Q6DKI1;Q6DKI1,RPL7L1,NaN,1675.689087,NaN,NaN,NaN,NaN,1847.268311,NaN,NaN,NaN,NaN,5749.043945,NaN,NaN,NaN,NaN,3822.349854,NaN,NaN,NaN,,,,,,,,
Q6DKI2;Q6DKI2,LGALS9C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77917.55469,NaN,2332.43335,3679.522217,,8750.552246,,,,
Q6DKJ4;Q6DKJ4,NXN,7267.846191,3265.025146,13562.28711,18316.16016,5883.024414,13734.75684,11375.51855,11013.71973,13906.60742,12490.7998,25351.92383,20333.65039,10358.49414,19472.6543,23263.96094,14502.84375,19872.24805,14610.01172,10474.87402,16906.7207,,,,,3859.3479,,,
Q6DKK2;Q6DKK2,TTC19,8632.416016,4342.941406,6256.093262,23456.97852,4875.375488,9281.370117,26627.92773,7024.589355,13838.51367,14012.99316,40030.94141,14326.80273,16057.40918,29625.58789,26621.79297,20569.38672,28929.1875,16175.32227,24452.61914,28237.28711,839780.4375,202923.4063,31581.19727,105664.9805,,,,
Q6DN03;Q6DN03;Q6DRA6;Q6DRA6,H2BC20P;H2BC19P,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6DN14;Q6DN14,MCTP1,7140.875488,3021.857178,4937.728516,18870.55078,8084.42041,4902.942871,2049.284912,11068.18359,7643.705566,6180.908203,26840.50977,29455.21094,13162.86816,35484.15625,23217.98438,14809.13184,22970.86133,14125.53223,7268.463867,11902.70703,3480.962646,8307.681152,,,,,,
Q6DN90;Q6DN90,IQSEC1,5376.634766,1884.373779,6648.743164,15888.24805,8763.076172,6760.688965,20990.53711,10664.67871,24897.16602,15397.4834,19441.55078,20933.48047,8489.952148,32628.83789,17287.375,23633.99414,26964.81836,18866.50977,16185.7793,16803.14648,,,,,,,,22431.35352
Q6E0U4;Q6E0U4,DMKN,NaN,NaN,NaN,5445.03418,NaN,NaN,NaN,NaN,NaN,8729.750977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21497.45544,20499.43927,40875.64209,39454.69189,12969.53259,14530.84082,4434.006714,3751.67041
